id_municipio,nome_municipio,sigla_uf,probabilidade_atingir_meta_2024,classificacao_risco
3536406,Paulicéia,SP,0.8925818507456784,Baixo risco
3502200,Angatuba,SP,0.8957682704542312,Baixo risco
3523800,Itobi,SP,0.899217357230729,Baixo risco
3529906,Miracatu,SP,0.9019158759594937,Baixo risco
3510302,Capela do Alto,SP,0.9035919996196368,Baixo risco
3517307,Guaimbê,SP,0.9039023695613914,Baixo risco
3532108,Murutinga do Sul,SP,0.907409549369142,Baixo risco
3506359,Bertioga,SP,0.907831606806694,Baixo risco
3503406,Arealva,SP,0.9084731994929691,Baixo risco
3502606,Aparecida d'Oeste,SP,0.9091615737830655,Baixo risco
3515905,Floreal,SP,0.9098193456950575,Baixo risco
3553401,Tanabi,SP,0.9122813223559995,Baixo risco
4207502,Indaial,SC,0.9168347243001966,Baixo risco
3523404,Itatiba,SP,0.9176138669543075,Baixo risco
4210506,Maravilha,SC,0.9191720010047502,Baixo risco
3520426,Ilha Comprida,SP,0.9209252423562154,Baixo risco
3525201,Jarinu,SP,0.9254190855987594,Baixo risco
4201505,Armazém,SC,0.9257419055694981,Baixo risco
3163003,São José da Safira,MG,0.9275004932566371,Baixo risco
3301876,Iguaba Grande,RJ,0.9287650671416516,Baixo risco
4207858,Irati,SC,0.9307406696701612,Baixo risco
3304409,Rio Claro,RJ,0.9312429854140881,Baixo risco
3302700,Maricá,RJ,0.9316998674875087,Baixo risco
3150539,Pingo-d'Água,MG,0.932121981386532,Baixo risco
4205159,Doutor Pedrinho,SC,0.9339105542113949,Baixo risco
3536307,Patrocínio Paulista,SP,0.9351210474802361,Baixo risco
3147303,Paraisópolis,MG,0.9352307002250989,Baixo risco
4206603,Guarujá do Sul,SC,0.9368834084310701,Baixo risco
4205191,Ermo,SC,0.937227387115164,Baixo risco
3304607,Santa Maria Madalena,RJ,0.9394820355019348,Baixo risco
4215703,Santo Amaro da Imperatriz,SC,0.939892639083082,Baixo risco
3122009,Divino,MG,0.9409130448887817,Baixo risco
4203501,Campo Erê,SC,0.9412279136298357,Baixo risco
4214151,Princesa,SC,0.9415910040206247,Baixo risco
4205506,Fraiburgo,SC,0.9433614173748265,Baixo risco
3300506,Bom Jardim,RJ,0.9455994462563566,Baixo risco
3103009,Antônio Dias,MG,0.9459900787902177,Baixo risco
4216057,São Cristóvão do Sul,SC,0.9475552743562858,Baixo risco
3304110,Porto Real,RJ,0.9481407678288006,Baixo risco
3143153,Monte Formoso,MG,0.9483858131566276,Baixo risco
3106606,Bertópolis,MG,0.9488377343688962,Baixo risco
4211892,Painel,SC,0.9504252188629471,Baixo risco
3303609,Paracambi,RJ,0.9509639231647101,Baixo risco
3170438,União de Minas,MG,0.951808183808462,Baixo risco
